# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 3.91641e+02 1.83001e-02 1.02757e-03
7.5 3.16432e+02 2.04070e-02 1.17215e-03
15 2.42854e+02 2.55010e-02 8.55508e-04
25 1.71005e+02 3.01706e-02 1.26706e-03
35 1.14878e+02 3.41556e-02 1.27030e-03
45 7.38505e+01 4.13311e-02 1.82910e-03
55 4.38751e+01 4.45408e-02 1.94516e-03
65 2.38793e+01 4.69396e-02 2.05069e-03
75 1.19868e+01 5.18592e-02 2.66207e-03
85 5.24608e+00 5.47779e-02 2.91619e-03
95 1.94476e+00 2.94443e-02 2.33231e-03
