# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 8.23007e+02 1.36142e-02 7.66057e-04
7.5 6.69727e+02 1.69566e-02 8.35937e-04
15 5.15879e+02 1.94718e-02 7.15192e-04
25 3.64363e+02 2.15392e-02 8.00008e-04
35 2.45516e+02 2.50905e-02 1.16223e-03
45 1.58535e+02 3.15642e-02 1.47605e-03
55 9.48813e+01 3.23961e-02 1.47537e-03
65 5.18792e+01 3.77041e-02 1.91756e-03
75 2.67768e+01 4.08233e-02 1.81991e-03
85 1.18346e+01 4.90235e-02 2.65315e-03
95 4.64612e+00 3.70815e-02 2.75783e-03
