# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 3.91641e+02 1.38411e-02 7.73325e-04
7.5 3.16432e+02 1.54444e-02 9.06042e-04
15 2.42854e+02 1.91461e-02 6.35832e-04
25 1.71005e+02 2.24857e-02 9.45668e-04
35 1.14878e+02 2.53830e-02 9.50022e-04
45 7.38505e+01 3.05263e-02 1.35176e-03
55 4.38751e+01 3.31248e-02 1.46304e-03
65 2.38793e+01 3.48426e-02 1.56453e-03
75 1.19868e+01 3.91416e-02 2.06848e-03
85 5.24608e+00 4.19550e-02 2.29586e-03
95 1.94476e+00 2.19932e-02 1.76405e-03
