# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.7209992852e+01  2.8764911463e+03  1.1217618592e+02  1.0545403790e+04
SC_42  -3.7218250607e+01  2.8771855517e+03  1.2592351546e+02  1.1862564057e+04
