#correlator  value  value_err
4(24)  1.98811e-01  8.70596e-02
6(23)  3.87442e-01  1.49283e-01
6(26)  8.62699e-02  1.39240e-01
6(36)  2.26384e-01  1.20013e-01
(235)  2.57858e-01  9.26009e-02
(246)  2.38393e-01  7.26846e-02
(234)  -2.85073e-02  2.04723e-01
