# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  2.3706295564e-03  2.2758043741e-01  9.7778286708e-03  9.3867155240e-01
2  7.2980137356e-01  6.8192064548e-02  5.5219358699e-01  7.7046918406e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
