# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  2.5618721715e-08  5.9841158848e-08
2  4.3492143921e-02  5.4202672532e-03  -3.5780241373e-06  1.7836643876e-06
3  0.0000000000e+00  0.0000000000e+00  2.9134465754e-07  2.3309655449e-07
