# type  value  stat. err
v4_L  1.1343445956e-02  6.3245531209e-04
v4(Psi2)  1.8152955464e-03  8.5731445790e-04
rho_422  1.5801971486e-01  7.5098064968e-02
chi_422  6.0108099169e-01  2.7928400134e-01
v5_L  5.5729126012e-03  5.2342612088e-04
v5(Psi23)  1.6631684573e-03  6.1559464458e-04
rho_523  2.8597434145e-01  1.0833875054e-01
chi_523  1.6110016878e+00  5.8076245573e-01
v6_L  1.3649381616e-05  1.9778023759e-06
v6(Psi2)  2.0150630581e-05  3.2018780033e-04
v6(Psi3)  6.6884625813e-04  5.0105821839e-04
rho_6222  6.4725532804e-03  1.0284965084e-01
rho_633  2.1483908530e-01  1.6277577541e-01
chi_6222  9.1810180030e-02  1.4587934266e+00
chi_633  1.0001218140e+00  7.3581310217e-01
