# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -4.8346030219e-01  1.7760282801e+01  5.7828192945e-02  3.2668022781e+00
SC_42  -4.8343987601e-01  1.7759746978e+01  5.7872640059e-02  3.2672943262e+00
