# type  value  stat. err
v4_L  2.5301882677e-03  1.8349378720e-03
v4(Psi2)  4.5719892007e-03  7.2760796209e-04
rho_422  8.7495274731e-01  1.7366257218e-01
chi_422  1.4854410985e+00  1.9238286367e-01
v5_L  8.1725859891e-04  7.8760362360e-04
v5(Psi23)  6.5598961021e-04  3.5161385776e-04
rho_523  6.2596423660e-01  4.7946811754e-01
chi_523  1.1293724411e+00  5.8966352433e-01
v6_L  9.5342035512e-06  1.9582178628e-06
v6(Psi2)  4.7526607955e-04  3.7203067370e-04
v6(Psi3)  -3.0030208760e-04  4.4380213782e-04
rho_6222  5.5359073734e-01  7.0925562133e-01
rho_633  -3.4979238210e-01  6.2697274896e-01
chi_6222  2.6228042003e+00  2.0248116184e+00
chi_633  -1.4825714377e+00  2.1774247145e+00
