# type  value  stat. err
v4_L  9.4273631458e-04  1.6856943123e-03
v4(Psi2)  2.5242210024e-03  4.2311157872e-04
rho_422  9.3679767237e-01  2.1842868995e-01
chi_422  2.0985955165e+00  2.9042240043e-01
v5_L  3.4713334816e-04  8.5639331880e-04
v5(Psi23)  2.8716862234e-04  3.0485434854e-04
rho_523  6.3741732419e-01  1.1197917796e+00
chi_523  1.4254312822e+00  1.5049810304e+00
v6_L  4.1919336985e-06  1.1075189450e-06
v6(Psi2)  4.6140256202e-04  3.3233931050e-04
v6(Psi3)  -1.6905436541e-04  3.1197693590e-04
rho_6222  9.5766995427e-01  1.6392513776e+00
rho_633  -3.5088293764e-01  8.4625581809e-01
chi_6222  9.8991040261e+00  7.0064155809e+00
chi_633  -2.7912866622e+00  5.1293248452e+00
