# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.6757563630e-02  2.5903624842e-03  -5.1260904783e-07  1.9849987315e-07
2  5.8479089856e-02  6.5927681326e-03  -1.1695059059e-05  5.2738722756e-06
3  1.8092884859e-02  2.2758438037e-03  -1.0715964781e-07  5.3917022602e-08
