# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.5823545536e+02  3.3721498627e+04  3.5187960599e+00  2.5934225300e+02
SC_42  -3.5839705311e+02  3.3736643400e+04  3.4724770752e+00  2.5437733877e+02
