#correlator  value  value_err
4(24)  8.45911e-01  5.77877e-02
6(23)  4.78441e-02  2.21585e-01
6(26)  3.60391e-01  1.33413e-01
6(36)  2.58953e-01  1.11733e-01
(235)  6.24059e-01  7.39225e-02
(246)  5.22740e-01  7.47567e-02
(234)  -2.45226e-01  1.43749e-01
