# type  value  stat. err
v4_L  1.0649372673e-02  2.1537865876e-03
v4(Psi2)  1.1934224835e-02  1.4361746203e-03
rho_422  7.4612974592e-01  1.0019091949e-01
chi_422  8.7776070542e-01  6.8282938001e-02
v5_L  6.0263414562e-03  1.2008985906e-03
v5(Psi23)  6.1753544102e-03  8.0131593925e-04
rho_523  7.1568893928e-01  1.0583692977e-01
chi_523  1.9964284471e+00  2.1658738547e-01
v6_L  3.1249820360e-05  6.1386777759e-06
v6(Psi2)  2.1469525359e-03  5.4098881256e-04
v6(Psi3)  1.3147280560e-03  5.6931076285e-04
rho_6222  4.1622893203e-01  1.0927501065e-01
rho_633  2.5488586519e-01  1.1195911712e-01
chi_6222  1.1660226889e+00  2.5560270212e-01
chi_633  8.0308215186e-01  3.3544933473e-01
