#correlator  value  value_err
4(24)  1.00430e+00  5.10100e-02
6(23)  6.32998e-02  1.58831e-01
6(26)  1.06329e+00  1.65407e-01
6(36)  5.54301e-01  1.07470e-01
(235)  8.03505e-01  4.16436e-02
(246)  9.98311e-01  8.70774e-02
(234)  -1.24994e-01  9.82620e-02
