# type  value  stat. err
v4_L  2.2883812185e-02  5.6278785065e-03
v4(Psi2)  2.2985490694e-02  4.5035523265e-03
rho_422  7.0867248405e-01  1.4813315993e-01
chi_422  9.7183564235e-01  1.5343316216e-01
v5_L  1.0561753641e-02  2.7003459072e-03
v5(Psi23)  1.3671749585e-02  1.5063759656e-03
rho_523  7.9136285395e-01  1.0168233176e-01
chi_523  2.0718717338e+00  1.4115241927e-01
v6_L  7.8477256210e-05  2.1815875384e-05
v6(Psi2)  3.9857542676e-03  2.9075738270e-03
v6(Psi3)  3.9235401549e-03  9.1217654697e-04
rho_6222  3.7681505994e-01  2.7647246160e-01
rho_633  3.7093330883e-01  9.1027103764e-02
chi_6222  7.3055083412e-01  5.1417485881e-01
chi_633  8.5658962297e-01  1.2113558578e-01
