# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.9007581585e-02  1.1295788481e-02  2.1237415879e-02  1.3792960045e-02
SC_42  1.9249626400e-02  1.1440988858e-02  2.1508077663e-02  1.3969564749e-02
