# type  value  stat. err
v4_L  2.6583903814e-02  6.6599419370e-03
v4(Psi2)  2.6939918416e-02  5.3012002530e-03
rho_422  7.1179436814e-01  1.4940591953e-01
chi_422  8.9136846595e-01  1.4123889079e-01
v5_L  1.2365470762e-02  3.1705222079e-03
v5(Psi23)  1.6033067540e-02  1.7681602744e-03
rho_523  7.9185141396e-01  1.0179394237e-01
chi_523  1.8660040356e+00  1.2714784216e-01
v6_L  1.0560283479e-04  2.8406067623e-05
v6(Psi2)  4.7752199095e-03  3.4471424674e-03
v6(Psi3)  4.6145322773e-03  1.0687001597e-03
rho_6222  3.8325496201e-01  2.7832545125e-01
rho_633  3.7035831357e-01  9.0651782070e-02
chi_6222  6.0856087567e-01  4.2332448853e-01
chi_633  7.5798136411e-01  1.0631844595e-01
