# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  9.1169260600e-03  5.2017405271e-02  1.0088372386e-02  7.3740165976e-02
SC_42  9.1193731173e-03  5.2030416521e-02  1.0091130781e-02  7.3760027826e-02
