# type  value  stat. err
v4_L  1.8804913662e-03  6.7499457786e-04
v4(Psi2)  2.8426479522e-03  2.9732098109e-04
rho_422  8.3402302965e-01  1.1059966136e-01
chi_422  5.6485555173e-01  4.4862779976e-02
v5_L  1.8753006978e-03  3.0542405568e-04
v5(Psi23)  -6.9102052423e-04  2.3871321345e-04
rho_523  -3.4575834318e-01  1.2853321800e-01
chi_523  -1.0990289981e+00  3.7380885065e-01
v6_L  7.6538446164e-06  9.9799696513e-07
v6(Psi2)  -2.5070086931e-04  2.4293850812e-04
v6(Psi3)  -4.8521847339e-04  2.2467775055e-04
rho_6222  -1.9528100037e-01  1.9777118787e-01
rho_633  -3.7795620392e-01  2.0737470803e-01
chi_6222  -5.7755694734e-01  5.5638936676e-01
chi_633  -2.8890041315e+00  1.2381702777e+00
