# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  3.0816486932e-03  2.6502178762e-01  1.0695718599e-02  9.1983179950e-01
2  8.8485737552e-01  2.1327913795e-02  3.4887118167e-01  3.4280152848e-02
3  7.5574416213e-03  6.4993997943e-01  7.2363851157e-03  6.2232911995e-01
