# type  value  stat. err
v4_L  1.6583464047e-02  7.7671053862e-03
v4(Psi2)  2.6272607222e-02  3.6679769663e-03
rho_422  8.4563072687e-01  1.3980036757e-01
chi_422  8.6080579303e-01  6.9563092603e-02
v5_L  9.6996478582e-03  2.1643053347e-03
v5(Psi23)  8.7528750664e-03  1.5156260803e-03
rho_523  6.6994487570e-01  1.3242005599e-01
chi_523  1.6107213698e+00  1.8578996826e-01
v6_L  6.0577330871e-05  9.9763523048e-06
v6(Psi2)  3.8068238640e-03  1.1960612079e-03
v6(Psi3)  3.2104897108e-04  6.5226277325e-04
rho_6222  4.3951602324e-01  1.4638052406e-01
rho_633  3.7066639297e-02  7.5418132776e-02
chi_6222  5.3546954400e-01  1.4957715447e-01
chi_633  1.8774798152e-01  3.8051573678e-01
