# type  value  stat. err
v4_L  1.1775438146e-02  5.0773074153e-03
v4(Psi2)  1.7977256375e-02  2.4267002977e-03
rho_422  8.3652008865e-01  1.3503356910e-01
chi_422  9.3607593856e-01  7.0431458278e-02
v5_L  6.5700627686e-03  1.4029493296e-03
v5(Psi23)  5.8213263360e-03  9.7634233896e-04
rho_523  6.6317107745e-01  1.2756096040e-01
chi_523  1.8429310450e+00  2.0833049495e-01
v6_L  3.1137321395e-05  4.9543993330e-06
v6(Psi2)  2.4168940080e-03  7.8071213703e-04
v6(Psi3)  2.0242043741e-04  4.7562346967e-04
rho_6222  4.1415878143e-01  1.4204049430e-01
rho_633  3.4686751432e-02  8.1600756925e-02
chi_6222  6.5811914503e-01  1.9161327146e-01
chi_633  2.2323391143e-01  5.2362065400e-01
