# type  value  stat. err
v4_L  5.2970224164e-03  6.1190835477e-04
v4(Psi2)  9.5486243302e-04  6.8307961396e-04
rho_422  1.7740464836e-01  1.2839057649e-01
chi_422  6.1654147332e-01  4.2436506941e-01
v5_L  nan  nan
v5(Psi23)  6.5384657469e-04  5.1309976533e-04
rho_523  nan  nan
chi_523  9.6953408705e-01  7.4547911028e-01
v6_L  1.4575988192e-05  2.0928040822e-06
v6(Psi2)  8.7579305239e-08  3.5875680040e-04
v6(Psi3)  1.3869263203e-04  6.1634625560e-04
rho_6222  3.9902789791e-05  1.6345639159e-01
rho_633  6.3190989313e-02  2.8116100939e-01
chi_6222  9.3052547476e-04  3.8117719743e+00
chi_633  2.3031789746e-01  1.0226531585e+00
