#correlator  value  value_err
4(24)  1.82055e-01  1.44873e-01
6(23)  2.73591e-01  6.94373e-01
6(26)  1.15776e-01  7.77287e-02
6(36)  1.27247e-02  2.76323e-01
(235)  3.92344e-02  1.52481e-01
(246)  9.23535e-02  1.24630e-01
(234)  -1.73697e-01  2.18289e-01
