#correlator  value  value_err
4(24)  2.70142e-01  1.49388e-01
6(23)  2.83606e-01  6.19499e-01
6(26)  3.49685e-01  4.03987e-01
6(36)  5.09227e-01  1.10358e-01
(235)  5.23488e-01  1.02498e-01
(246)  4.62951e-01  1.13366e-01
(234)  6.05572e-02  1.81803e-01
