# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  8.9457324159e-01  4.5392752038e-02  3.3294329196e-01  7.5652996490e-02
2  7.4945841816e-01  7.5162419852e-02  5.2966855634e-01  8.7444293769e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
