# type  value  stat. err
v4_L  1.6867498835e-02  1.5504559029e-03
v4(Psi2)  4.2383360798e-03  1.9559248782e-03
rho_422  2.4369685455e-01  1.1422390329e-01
chi_422  8.6385888870e-01  3.8562266252e-01
v5_L  6.2596197927e-03  1.2750782527e-03
v5(Psi23)  4.1316969411e-03  1.2214931450e-03
rho_523  5.5087451648e-01  1.7375260384e-01
chi_523  1.7532886936e+00  4.4806839939e-01
v6_L  1.9221798693e-05  4.5259895550e-06
v6(Psi2)  1.2214720256e-03  9.4112266948e-04
v6(Psi3)  1.7418133990e-03  4.3957778499e-04
rho_6222  3.7916819876e-01  2.9831290309e-01
rho_633  5.4069207910e-01  1.6133264461e-01
chi_6222  2.7154164680e+00  2.0391914161e+00
chi_633  9.9357051033e-01  2.1288092263e-01
