# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  8.9268168492e-01  4.9541490396e-02  3.3604288974e-01  8.1892661851e-02
2  7.4640004802e-01  7.8059927776e-02  5.3320077397e-01  9.0489576910e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
