# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -8.0846492065e+00  3.8978881233e+02  2.9949120361e-01  8.2856561635e+00
SC_42  -8.0879413168e+00  3.8994749091e+02  2.9948473500e-01  8.2801917009e+00
