#correlator  value  value_err
4(24)  5.87991e-01  7.00837e-02
6(23)  -1.96811e-01  2.10635e-01
6(26)  5.40920e-02  1.58628e-01
6(36)  4.07760e-01  8.57561e-02
(235)  6.58305e-01  5.13137e-02
(246)  6.09751e-01  5.90124e-02
(234)  1.04729e-01  1.08514e-01
