# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  3.2513439663e-02  7.6258156091e-02  3.9630491371e-02  1.2819958024e-01
SC_42  3.2707642474e-02  7.6593285187e-02  3.9869801479e-02  1.2879309706e-01
