# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  5.8799682087e-07  5.2024092248e-07
2  6.6207868770e-02  1.0034179070e-02  -1.9214913455e-05  1.1648517676e-05
3  0.0000000000e+00  0.0000000000e+00  4.2794530216e-07  2.6251175843e-07
