# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  3.6395109438e-07  3.1818221350e-07
2  5.8731174268e-02  8.1280321940e-03  -1.1898021154e-05  6.5864509057e-06
3  0.0000000000e+00  0.0000000000e+00  2.2246030654e-07  1.3175785892e-07
