# type  value  stat. err
v4_L  2.3613004746e-02  1.9020893748e-03
v4(Psi2)  1.0900119889e-02  2.4708256134e-03
rho_422  4.1911555067e-01  9.7580272141e-02
chi_422  4.7313987551e-01  1.0002953642e-01
v5_L  1.1044427866e-02  1.2323118559e-03
v5(Psi23)  9.3896110138e-03  9.1809516338e-04
rho_523  6.4772239905e-01  7.1167866666e-02
chi_523  1.3367677906e+00  8.3035045578e-02
v6_L  6.5769747698e-05  7.8912239691e-06
v6(Psi2)  -6.2021626652e-04  1.5089550395e-03
v6(Psi3)  2.6044963060e-03  6.3811536910e-04
rho_6222  -7.1580263130e-02  1.7424622968e-01
rho_633  3.0058955395e-01  7.7509109361e-02
chi_6222  -1.2539577310e-01  3.0463723763e-01
chi_633  6.9800793128e-01  1.5817927447e-01
