# type  value  stat. err
v4_L  1.3217935056e-02  1.1226251165e-03
v4(Psi2)  6.6130908018e-03  1.3213619449e-03
rho_422  4.4743676366e-01  9.2715760326e-02
chi_422  6.1867692343e-01  1.1411649905e-01
v5_L  5.8920303397e-03  7.0294076858e-04
v5(Psi23)  5.3022399693e-03  4.9405128508e-04
rho_523  6.6892379270e-01  7.1073740040e-02
chi_523  1.8679970333e+00  1.1070341967e-01
v6_L  2.1824960525e-05  2.7605555919e-06
v6(Psi2)  -2.3005572483e-04  7.6281185407e-04
v6(Psi3)  1.3841101644e-03  3.5800002966e-04
rho_6222  -4.8796076263e-02  1.6184634784e-01
rho_633  2.9357732867e-01  7.9681698302e-02
chi_6222  -1.4759364700e-01  4.8904329207e-01
chi_633  1.0434705056e+00  2.5316649012e-01
