# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.3826633893e-03  1.4956593026e-03  -3.3141478299e-03  1.4356762142e-03
SC_42  -3.3891163352e-03  1.4985550185e-03  -3.3204645377e-03  1.4384518302e-03
