#correlator  value  value_err
4(24)  6.94362e-01  3.99191e-02
6(23)  4.07609e-02  1.02451e-01
6(26)  8.54294e-02  7.05740e-02
6(36)  -1.12218e-01  5.41619e-02
(235)  4.99532e-01  3.89851e-02
(246)  5.62470e-02  5.10286e-02
(234)  -1.94525e-02  8.59835e-02
