# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  1.6066667005e-03  3.1812000670e-01  4.5351899841e-03  8.9796761684e-01
2  9.0078620104e-01  1.3313557150e-02  3.2265547995e-01  2.2761496176e-02
3  2.7241068065e-03  3.8044204431e-01  9.3370807145e-03  1.3039535520e+00
