# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.5228638356e+00  2.3125511305e+02  2.7727866931e-02  7.8898242665e+00
SC_42  -3.5228410106e+00  2.3125534698e+02  2.7769541418e-02  7.8898733916e+00
