# type  value  stat. err
v4_L  3.8565991223e-03  8.0326936626e-03
v4(Psi2)  9.4079495150e-03  2.4145268014e-03
rho_422  9.2527469337e-01  3.0320278385e-01
chi_422  1.7944245929e+00  2.8990844850e-01
v5_L  2.1267819895e-03  8.1111824765e-04
v5(Psi23)  1.8670531423e-03  6.1082136786e-04
rho_523  6.5972830560e-01  2.4073231695e-01
chi_523  2.5265166194e+00  6.2765825317e-01
v6_L  1.5129233221e-05  3.0135867187e-06
v6(Psi2)  1.0763588322e-03  8.1454268982e-04
v6(Psi3)  5.9785611955e-04  4.0228807624e-04
rho_6222  4.7460233791e-01  3.6899531346e-01
rho_633  2.6361460842e-01  1.8350520815e-01
chi_6222  2.0592321320e+00  1.4760846376e+00
chi_633  2.2882274643e+00  1.4320309705e+00
