# type  value  stat. err
v4_L  6.1065180978e-03  1.2472461852e-02
v4(Psi2)  1.4728699379e-02  3.8619006690e-03
rho_422  9.2375328800e-01  3.0420001490e-01
chi_422  1.5517721723e+00  2.5577171946e-01
v5_L  3.8909995800e-03  1.2200361670e-03
v5(Psi23)  2.9395585989e-03  1.0427745278e-03
rho_523  6.0279291433e-01  2.3273841488e-01
chi_523  2.0290060611e+00  5.6459376239e-01
v6_L  3.0341037068e-05  5.9409124608e-06
v6(Psi2)  1.7647363426e-03  1.2895503330e-03
v6(Psi3)  8.7860228115e-04  5.0260170793e-04
rho_6222  4.9311130749e-01  3.6821916790e-01
rho_633  2.4550337019e-01  1.4542167411e-01
chi_6222  1.4537768537e+00  9.9891307884e-01
chi_633  1.5027708482e+00  7.6545954935e-01
