# type  value  stat. err
v4_L  2.2349346325e-03  5.9610339586e-04
v4(Psi2)  1.2088003612e-03  5.7297122555e-04
rho_422  4.7573862159e-01  2.4058892328e-01
chi_422  7.4048039973e+00  3.0104910098e+00
v5_L  1.1868651518e-03  7.6912551349e-04
v5(Psi23)  1.2055452298e-03  3.6621565539e-04
rho_523  7.1260618969e-01  2.9400225309e-01
chi_523  1.3605966257e+01  2.6460087403e+00
v6_L  1.1206992517e-05  1.0091151209e-05
v6(Psi2)  3.3248209356e-05  3.5469448310e-04
v6(Psi3)  4.2076913343e-04  3.7865640288e-04
rho_6222  6.4824590970e-02  7.0597708051e-01
rho_633  8.2038063088e-01  1.9425170205e+00
chi_6222  8.8500474557e+00  9.4378793156e+01
chi_633  8.7246242805e+00  7.6124347114e+00
