# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -7.8970173958e-03  7.5845713326e-03  -7.5231066983e-03  6.8626192223e-03
SC_42  -7.8936451883e-03  7.5823045531e-03  -7.5198825706e-03  6.8605661439e-03
