# type  value  stat. err
v4_L  2.8994252981e-03  8.5662156072e-04
v4(Psi2)  1.6869392459e-03  8.6385850880e-04
rho_422  5.0289377666e-01  2.7276151471e-01
chi_422  6.4297133790e+00  2.8798642932e+00
v5_L  1.2870038408e-03  1.0898437175e-03
v5(Psi23)  1.4430840620e-03  4.8917228371e-04
rho_523  7.4631370834e-01  3.5004803435e-01
chi_523  1.0216982414e+01  2.5175447704e+00
v6_L  1.6994986231e-06  2.3510305466e-05
v6(Psi2)  2.9863036644e-04  3.4054470964e-04
v6(Psi3)  7.2642317514e-04  4.2552827949e-04
rho_6222  5.0091638637e-01  1.1694505864e+00
rho_633  1.2184871760e+00  2.5828468404e+00
chi_6222  3.8712284072e+01  4.2643858484e+01
chi_633  9.5369781796e+00  5.1806522166e+00
