# type  value  stat. err
v4_L  5.7109944618e-03  2.0434627125e-03
v4(Psi2)  3.5908536664e-03  1.9636403518e-03
rho_422  5.3228690141e-01  3.1073521230e-01
chi_422  4.1047985432e+00  1.9772863408e+00
v5_L  4.0111506781e-03  1.4356933864e-03
v5(Psi23)  3.0996538136e-03  1.1153558148e-03
rho_523  6.1146334678e-01  2.4580580398e-01
chi_523  6.3150451817e+00  1.7493916092e+00
v6_L  -2.4866370863e-05  1.3209236622e-04
v6(Psi2)  1.4338499267e-04  7.6182333506e-04
v6(Psi3)  1.7714165189e-03  8.4085620377e-04
rho_6222  4.4385745404e-02  2.3612710924e-01
rho_633  5.4835336072e-01  2.9891132701e-01
chi_6222  3.0142459742e+00  1.5986967758e+01
chi_633  6.1106877026e+00  2.6273069723e+00
