# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.1548161396e-02  2.5452156807e-02  -1.0712696731e-02  2.1364050737e-02
SC_42  -1.1552228177e-02  2.5462592628e-02  -1.0716461873e-02  2.1372850891e-02
