# type  value  stat. err
v4_L  2.4260232591e-03  8.3030509595e-04
v4(Psi2)  2.7974083982e-03  4.9126272817e-04
rho_422  7.5547483200e-01  1.5552058686e-01
chi_422  7.8176956932e-01  1.0210150380e-01
v5_L  1.6175234012e-03  5.3520008110e-04
v5(Psi23)  6.7045849594e-04  5.5953749641e-04
rho_523  3.8290686279e-01  3.3408413728e-01
chi_523  1.5976799288e+00  1.2938967059e+00
v6_L  1.4023090161e-05  1.3736924279e-06
v6(Psi2)  5.1581599154e-04  2.6833884639e-04
v6(Psi3)  -5.0512715635e-04  2.5681378729e-04
rho_6222  3.8441047369e-01  2.4075658077e-01
rho_633  -3.7644464815e-01  2.3208862397e-01
chi_6222  1.7581064532e+00  8.5662107210e-01
chi_633  -4.6435300905e+00  2.0366232608e+00
