# type  value  stat. err
v4_L  1.0185298905e-03  5.8644330279e-04
v4(Psi2)  1.4388511485e-03  2.8606604769e-04
rho_422  8.1620005513e-01  1.9813245174e-01
chi_422  1.1662187210e+00  1.8857431308e-01
v5_L  3.5571741155e-04  7.6375162145e-04
v5(Psi23)  3.6025074383e-04  4.2387549857e-04
rho_523  7.1156974179e-01  1.0440865647e+00
chi_523  2.6490710508e+00  3.0816040548e+00
v6_L  5.4103989127e-06  6.2776211959e-07
v6(Psi2)  4.5763076160e-04  2.3929825727e-04
v6(Psi3)  -5.2712392517e-04  2.2309760962e-04
rho_6222  6.1213370873e-01  4.3583379454e-01
rho_633  -7.0508879724e-01  4.5292185961e-01
chi_6222  7.4648028134e+00  3.6745277590e+00
chi_633  -1.6194592130e+01  5.4654151807e+00
