# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.6243761568e-03  2.6445057417e-03  -5.5323641826e-09  6.7855893944e-09
2  0.0000000000e+00  0.0000000000e+00  8.6085231445e-08  1.4055229888e-07
3  0.0000000000e+00  0.0000000000e+00  5.7931541703e-10  3.8132691150e-10
