#correlator  value  value_err
4(24)  7.23961e-01  7.34741e-02
6(23)  -8.28685e-02  3.79234e-01
6(26)  2.45932e-01  1.63649e-01
6(36)  -1.57343e-01  1.07372e-01
(235)  1.57526e-01  7.52270e-02
(246)  1.07200e-01  9.22579e-02
(234)  -9.06582e-02  1.65682e-01
