# type  value  stat. err
v4_L  1.4182541142e-03  6.4409872657e-04
v4(Psi2)  1.8646278269e-03  3.6321288840e-04
rho_422  7.9592833395e-01  1.7872044517e-01
chi_422  1.0538464198e+00  1.6540336024e-01
v5_L  7.4607616347e-04  5.0255398989e-04
v5(Psi23)  4.2272296431e-04  4.2926487020e-04
rho_523  4.9296532092e-01  5.4679007695e-01
chi_523  2.1366659604e+00  2.1368415022e+00
v6_L  6.8742482035e-06  7.9434581111e-07
v6(Psi2)  5.0422185480e-04  2.2801699515e-04
v6(Psi3)  -6.1999011389e-04  2.0824968902e-04
rho_6222  5.7580223329e-01  3.8529340113e-01
rho_633  -7.0800519414e-01  4.2248119629e-01
chi_6222  4.8375088912e+00  2.0121571226e+00
chi_633  -1.3209239396e+01  2.9085877502e+00
