# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.9729113962e-03  1.9409375231e-03  -3.8783499677e-03  1.8497099474e-03
SC_42  -3.9925780382e-03  1.9504001010e-03  -3.8975246182e-03  1.8587033263e-03
