# type  value  stat. err
v4_L  1.6821006809e-02  2.2839806612e-03
v4(Psi2)  1.5976488021e-02  1.6428590129e-03
rho_422  6.8867087266e-01  7.9395551676e-02
chi_422  8.2546228038e-01  5.9610889051e-02
v5_L  5.4179996282e-03  1.4997056523e-03
v5(Psi23)  7.5480176513e-03  7.5703048392e-04
rho_523  8.1237930641e-01  9.7948468738e-02
chi_523  1.3536343032e+00  8.4861991356e-02
v6_L  2.5533563837e-05  3.5730341892e-06
v6(Psi2)  1.4800924578e-03  4.5489998450e-04
v6(Psi3)  1.4917245941e-03  4.1612112158e-04
rho_6222  3.3402009879e-01  1.0760484521e-01
rho_633  3.3664518299e-01  9.9372842973e-02
chi_6222  4.4168530550e-01  1.2505601989e-01
chi_633  5.9493344198e-01  1.5260891317e-01
