# type  value  stat. err
v4_L  2.8762699328e-03  6.6317072251e-04
v4(Psi2)  2.8674899362e-03  4.3479824287e-04
rho_422  7.0602506239e-01  1.2360576717e-01
chi_422  9.9200389086e-01  1.0037869010e-01
v5_L  1.5773348573e-03  3.4888462692e-04
v5(Psi23)  2.3878930552e-04  3.5622196142e-04
rho_523  1.4968231888e-01  2.2557163886e-01
chi_523  4.9796632449e-01  7.3591087812e-01
v6_L  1.1188177487e-05  1.2691043908e-06
v6(Psi2)  -1.7596371010e-04  3.1372209416e-04
v6(Psi3)  -1.8312948933e-04  3.1982717545e-04
rho_6222  -inf  inf
rho_633  -inf  inf
chi_6222  -9.0261432076e-01  1.6018079090e+00
chi_633  -1.0521925001e+00  1.8195975431e+00
