# type  value  stat. err
v4_L  1.1692998152e-03  4.1867207890e-04
v4(Psi2)  1.2832171164e-03  2.1242410004e-04
rho_422  7.3915434129e-01  1.5785337281e-01
chi_422  1.2380652967e+00  1.6105688746e-01
v5_L  1.0123082955e-03  2.9983849216e-04
v5(Psi23)  1.5241603452e-04  2.0276756576e-04
rho_523  1.4888477175e-01  2.0266171087e-01
chi_523  1.0215324884e+00  1.3484158876e+00
v6_L  4.7968593272e-06  4.9946026863e-07
v6(Psi2)  -9.4316209950e-05  1.9168150468e-04
v6(Psi3)  -2.0940035911e-04  2.8647399314e-04
rho_6222  -inf  inf
rho_633  -inf  inf
chi_6222  -2.1713436891e+00  4.4004634002e+00
chi_633  -4.6068892284e+00  6.2037318015e+00
