# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.3089304071e+01  2.7501667758e+03  -7.8313698210e-01  7.8123346638e+01
SC_42  -3.3089438886e+01  2.7501978539e+03  -7.8303456513e-01  7.8119300715e+01
