# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  8.8063288547e-03  1.0892412094e-02  9.2862383463e-03  1.2101563506e-02
SC_42  8.8202677205e-03  1.0909066939e-02  9.3009619362e-03  1.2120157318e-02
