# type  value  stat. err
v4_L  1.8891116939e-03  6.1222823337e-04
v4(Psi2)  2.1005763556e-03  3.4591567683e-04
rho_422  7.4354174226e-01  1.4839055789e-01
chi_422  5.9266800858e-01  8.1039463464e-02
v5_L  2.1815315447e-03  3.0743638162e-04
v5(Psi23)  -1.1651590099e-03  2.7722477137e-04
rho_523  -4.7111559528e-01  1.2088873315e-01
chi_523  -2.0524473185e+00  4.7198951730e-01
v6_L  8.8984415227e-06  9.2760893335e-07
v6(Psi2)  -1.5606230538e-04  2.4666786480e-04
v6(Psi3)  -4.6678194273e-04  2.8397898227e-04
rho_6222  -9.0153296058e-02  1.4311073800e-01
rho_633  -2.6964827013e-01  1.6878310884e-01
chi_6222  -5.5387355859e-01  8.7009577833e-01
chi_633  -2.9895041837e+00  1.7941230708e+00
