# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.5432458183e-10  1.2580831586e-10
2  2.3241600530e-02  2.8502644001e-03  -2.9178578438e-07  1.4313414132e-07
3  6.3362401581e-03  5.1865013517e-03  -1.6118570333e-09  5.2775137769e-09
