# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -5.9542254827e-03  6.3888919375e-03  -5.7405821866e-03  5.9231914347e-03
SC_42  -5.9580788833e-03  6.3934443696e-03  -5.7442812429e-03  5.9273915166e-03
