# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.7699509136e-10  1.3904278406e-10
2  2.4438453143e-02  3.0449400385e-03  -3.5669321912e-07  1.7777057459e-07
3  6.7036024124e-03  5.5542917969e-03  -2.0194494861e-09  6.6928860183e-09
