# type  value  stat. err
v4_L  8.6382035610e-03  5.4647945309e-04
v4(Psi2)  2.5059870635e-03  6.2773336599e-04
rho_422  2.7861757279e-01  7.1455399797e-02
chi_422  8.1797987097e-01  1.8957484152e-01
v5_L  1.6295626546e-03  4.9503855231e-04
v5(Psi23)  1.2216711352e-03  2.8813898948e-04
rho_523  5.9984259894e-01  1.7616291663e-01
chi_523  1.0958981742e+00  2.3856104503e-01
v6_L  1.0198177585e-05  9.4537533603e-07
v6(Psi2)  -1.4839572496e-05  2.0139857406e-04
v6(Psi3)  4.9011074339e-04  2.1904890533e-04
rho_6222  -1.5198259032e-02  2.0641138281e-01
rho_633  5.0195718471e-01  3.3987956202e-01
chi_6222  -6.4565822240e-02  8.7620269356e-01
chi_633  7.0653721335e-01  3.0805402234e-01
